"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.138824233E2,5.233442830E1,4.866517307E0,3.883934021E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.148823850E2,5.233442830E1,4.866517307E0,3.890037537E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.158823463E2,5.233442830E1,4.866517307E0,3.893089294E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.168823066E2,5.233442830E1,4.866517307E0,3.896141052E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.178822665E2,5.233442830E1,4.866517307E0,3.896141052E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.188822298E2,5.233442830E1,4.866517307E0,3.896141052E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.198821894E2,5.233442830E1,4.866517307E0,3.895530701E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.208821509E2,5.233442830E1,4.866517307E0,3.894920349E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.218821127E2,5.233442830E1,4.866517307E0,3.894309998E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.228820736E2,5.233442830E1,4.866517307E0,3.894920349E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.238820339E2,5.233442830E1,4.866517307E0,3.896141052E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.248819946E2,5.233442830E1,4.866517307E0,3.896141052E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.258819568E2,5.233442830E1,4.866517307E0,3.896141052E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.268819174E2,5.233442830E1,4.866517307E0,3.943138123E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.278818803E2,5.233442830E1,4.866517307E0,3.909568787E-1,0.000000000E0,-1.000000000E0,1.217038632E2,1.217038632E2
2.288818358E2,5.233440009E1,4.866608167E0,3.872947693E-1,0.000000000E0,-1.000000000E0,1.180916540E2,1.180916540E2
2.298817999E2,5.233439268E1,4.866653346E0,3.853416443E-1,1.899999976E-1,2.200781250E2,1.179710678E2,1.179710678E2
2.308817577E2,5.233438769E1,4.866678994E0,3.832664490E-1,1.899999976E-1,2.271093750E2,1.236573853E2,1.236573853E2
2.318817239E2,5.233438346E1,4.866698943E0,3.830223083E-1,1.899999976E-1,2.246484375E2,1.223180858E2,1.223180858E2
2.328816842E2,5.233437981E1,4.866714617E0,3.827171326E-1,1.899999976E-1,2.246484375E2,1.212775448E2,1.212775448E2
2.338816442E2,5.233437745E1,4.866717882E0,3.827171326E-1,1.861876745E-1,-1.000000000E0,2.183267924E2,2.183267924E2
2.348816060E2,5.233437489E1,4.866723678E0,3.818347752E-1,1.819061156E-1,-1.000000000E0,2.183077884E2,2.183077884E2
2.358815677E2,5.233437267E1,4.866730489E0,3.816800117E-1,1.773376001E-1,-1.000000000E0,2.183731490E2,2.183731490E2
2.368815283E2,5.233437065E1,4.866737928E0,3.809904754E-1,1.726590055E-1,-1.000000000E0,2.184970393E2,2.184970393E2
2.378814889E2,5.233436784E1,4.866745961E0,3.803827167E-1,1.683580435E-1,-1.000000000E0,2.185940954E2,2.185940954E2
2.388814479E2,5.233436668E1,4.866752583E0,3.798920214E-1,1.399937625E-3,-1.000000000E0,2.187869953E2,2.187869953E2
2.398814123E2,5.233436185E1,4.866765618E0,3.794441819E-1,1.364687053E-3,-1.000000000E0,2.189890961E2,2.189890961E2
2.408813727E2,5.233435810E1,4.866775554E0,3.791143894E-1,1.368479299E-3,-1.000000000E0,2.191746695E2,2.191746695E2
2.418813343E2,5.233435610E1,4.866783844E0,3.788986206E-1,1.394866704E-3,-1.000000000E0,2.167173161E2,2.167173161E2
2.428812954E2,5.233435590E1,4.866790981E0,3.787182868E-1,1.397138748E-3,-1.000000000E0,2.162514612E2,2.162514612E2
2.438812561E2,5.233435656E1,4.866795039E0,3.785636425E-1,1.372781985E-3,-1.000000000E0,2.159653423E2,2.159653423E2
2.448812168E2,5.233435782E1,4.866799026E0,3.784396052E-1,1.351569094E-3,-1.000000000E0,2.156671181E2,2.156671181E2
2.458811790E2,5.233435993E1,4.866810948E0,3.788000643E-1,1.979000021E-3,-1.000000000E0,2.148216819E2,2.148216819E2
2.468811398E2,5.233436256E1,4.866828934E0,3.790813684E-1,3.603778027E-3,-1.000000000E0,2.135611913E2,2.135611913E2
2.478811008E2,5.233436523E1,4.866850870E0,3.792880476E-1,5.969360143E-3,-1.000000000E0,2.120394269E2,2.120394269E2
2.488810616E2,5.233436776E1,4.866882280E0,3.793677986E-1,6.926043507E-1,7.629248531E1,2.124837184E2,2.124837184E2
2.498810217E2,5.233436937E1,4.866910421E0,3.794329166E-1,7.056159061E-1,7.629012229E1,2.106006749E2,2.106006749E2
2.508809847E2,5.233437008E1,4.866928906E0,3.794861734E-1,1.112139954E-1,-1.000000000E0,2.068088188E2,2.068088188E2
2.518809443E2,5.233437013E1,4.866940114E0,3.795297146E-1,1.755024987E-2,-1.000000000E0,2.061037129E2,2.061037129E2
2.538808666E2,5.233436963E1,4.866952215E0,3.808077276E-1,1.267221410E-6,-1.000000000E0,2.051791904E2,2.051791904E2
2.548808278E2,5.233436920E1,4.866962014E0,3.804350495E-1,1.475770837E-5,-1.000000000E0,2.045216610E2,2.045216610E2
2.558807888E2,5.233436886E1,4.866969923E0,3.799088895E-1,1.208891890E-4,-1.000000000E0,2.039939133E2,2.039939133E2
2.568807501E2,5.233436858E1,4.866976353E0,3.792901933E-1,2.950857485E-4,-1.000000000E0,2.035675373E2,2.035675373E2
2.578807106E2,5.233436836E1,4.866981576E0,3.787725270E-1,5.038682875E-4,-1.000000000E0,2.032236127E2,2.032236127E2
2.588806705E2,5.233436818E1,4.866985826E0,3.782933354E-1,7.248684614E-4,-1.000000000E0,2.029461915E2,2.029461915E2
2.598806341E2,5.233436804E1,4.866989268E0,3.778788149E-1,9.420142587E-4,-1.000000000E0,2.027233406E2,2.027233406E2
2.608805951E2,5.233436792E1,4.866992071E0,3.775282800E-1,1.146928834E-3,-1.000000000E0,2.025434773E2,2.025434773E2
2.618805562E2,5.233436783E1,4.866994348E0,3.772191107E-1,1.333621945E-3,-1.000000000E0,2.023985823E2,2.023985823E2
2.628805171E2,5.233436776E1,4.866996190E0,3.769548535E-1,1.498519111E-3,-1.000000000E0,2.022823116E2,2.022823116E2
2.638804778E2,5.233436770E1,4.866997688E0,3.767163455E-1,1.641603416E-3,-1.000000000E0,2.021885398E2,2.021885398E2
2.648804401E2,5.233436766E1,4.866998912E0,3.765099645E-1,1.763962315E-3,-1.000000000E0,2.021124552E2,2.021124552E2
2.658804009E2,5.233436765E1,4.866999223E0,3.763188422E-1,1.774675487E-3,-1.000000000E0,2.020931955E2,2.020931955E2
2.668803619E2,5.233436763E1,4.866999521E0,3.761512637E-1,1.786067593E-3,-1.000000000E0,2.020747948E2,2.020747948E2
2.678803219E2,5.233436762E1,4.866999806E0,3.760029674E-1,1.797890280E-3,-1.000000000E0,2.020571985E2,2.020571985E2
2.688802830E2,5.233436753E1,4.867002197E0,3.758594096E-1,2.152261472E-3,-1.000000000E0,2.019116561E2,2.019116561E2
2.698802444E2,5.233436734E1,4.867006583E0,3.757307827E-1,2.860533471E-3,-1.000000000E0,2.016537787E2,2.016537787E2
2.708802047E2,5.233436708E1,4.867012569E0,3.756033480E-1,3.878295222E-3,-1.000000000E0,2.000000000E2,2.000000000E2
2.805176890E2,5.233436706E1,4.867013077E0,3.756033480E-1,-1.000000000E0,-1.000000000E0,1.166799364E2,1.166799364E2
2.805689650E2,5.233436706E1,4.867013079E0,3.756033480E-1,-1.000000000E0,-1.000000000E0,1.166803879E2,1.166803879E2
2.949023451E2,5.233436703E1,4.867013706E0,3.756033480E-1,-1.000000000E0,-1.000000000E0,1.546381438E2,1.546381438E2
2.949356670E2,5.233436703E1,4.867013707E0,3.756033480E-1,-1.000000000E0,-1.000000000E0,1.546391026E2,1.546391026E2
