Time (s),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (°)
1654699081326084864,52.3344283,4.866517307,0.3838157654,0.0,-1.0,221.70386319999997,221.70386319999997
1654699252210182144,52.3344283,4.866517307,0.38174057009999995,0.0,97.3828125,121.7038632,121.7038632
1654699424094240000,52.3344283,4.866517307,0.38174057009999995,0.0,97.3828125,121.7038632,121.7038632
1654699596978258176,52.3344283,4.866517307,0.38174057009999995,0.0,97.3828125,121.7038632,121.7038632
1654699770862237184,52.3344283,4.866517307,0.38174057009999995,0.0,97.3828125,121.7038632,121.7038632
1654699945746178304,52.3344283,4.866517307,0.38174057009999995,0.0,97.3828125,121.7038632,121.7038632
1654700121630080768,52.3344283,4.866517307,0.38174057009999995,0.0,97.3828125,121.7038632,121.7038632
1654700298513944064,52.3344283,4.866517307,0.38174057009999995,0.0,97.3828125,121.7038632,121.7038632
1654700476397768192,52.3344283,4.866517307,0.3820457458,0.0,97.3828125,121.7038632,121.7038632
1654700655281553408,52.3344283,4.866517307,0.3822898865,0.0,97.3828125,121.7038632,121.7038632
1654700835165300480,52.3344283,4.866517307,0.38235092159999995,0.0,97.3828125,121.7038632,121.7038632
1654701016049007616,52.3344283,4.866517307,0.3825340271,0.0,97.3828125,121.7038632,121.7038632
1654701197932675840,52.3344283,4.866517307,0.3826560974,0.0,97.3828125,121.7038632,121.7038632
1654701380816305920,52.3344283,4.866517307,0.38290023799999995,0.0,97.3828125,121.7038632,121.7038632
1654701564699896320,52.3344283,4.866517307,0.3829612732,0.0,97.3828125,121.7038632,121.7038632
1654701749583448320,52.3344283,4.866517307,0.38314437869999995,0.0,97.3828125,121.7038632,121.7038632
1654701935466960896,52.3344283,4.866517307,0.3833885193,0.0,-1.0,121.7038632,121.7038632
1654702122350435072,52.3344283,4.866517307,0.38357162479999996,0.0,-1.0,121.7038632,121.7038632
1654702310233869824,52.3344283,4.866517307,0.38369369509999995,0.0,-1.0,121.7038632,121.7038632
1654702499117265920,52.3344283,4.866517307,0.38375473020000006,0.0,-1.0,121.7038632,121.7038632
1654702689000624128,52.3344283,4.866517307,0.38369369509999995,0.0,-1.0,121.7038632,121.7038632
1654702879883941632,52.3344283,4.866517307,0.3838157654,0.0,-1.0,121.7038632,121.7038632
